dataset,breed_group,primary_breed,bite_code,bite_severity,gender,age,average height,average_weight
ny,MIX,MEDIUM MIXED BREED,,,M,3,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,N,3,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,AMERICAN STAFF TERRIER X,,,N,9,,
ny,SHIBA INU,Shiba Inu,,,S,3,,
ny,WEST HIGHLAND,West High White Terrier,,,S,2,,
ny,PIT BULL,Pit Bull,,,N,4,,
ny,ENG BULLDOG,"Bull Dog, English",,,S,3,,
ny,MIX,LARGE MIXED BREED,,,M,,,
ny,MALTESE,Maltese,,,,,,
ny,MALTESE,Maltese,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,TERRIER X,,,N,8,,
ny,PIT BULL,Pit Bull,,,,,,
ny,WEST HIGHLAND,West High White Terrier,,,N,9,,
ny,MIX,MEDIUM MIXED BREED,,,M,5,,
ny,MIX,MEDIUM MIXED BREED,,,M,3,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,SHIH TZU,Shih Tzu,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,GERM SHEPHERD,German Shepherd,,,,,,
ny,MIX,RETRIEVER X,,,,,,
ny,WEST HIGHLAND,West High White Terrier,,,M,6,,
ny,MIX,Mixed/Other,,,F,5,,
ny,SHIH TZU,Shih Tzu,,,M,6,,
ny,PIT BULL,Pit Bull,,,,,,
ny,TERRIER,TERRIER,,,,,,
ny,MIX,Mixed/Other,,,M,1,,
ny,MALTESE,Maltese,,,,,,
ny,PIT BULL,Pit Bull,,,F,,,
ny,MIX,LARGE MIXED BREED,,,F,,,
ny,MIX,Mixed/Other,,,,,,
ny,MIX,AMERICAN STAFF TERRIER X,,,N,4,,
ny,ROTTWEILER,Rottweiler,,,,,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,S,3,,
ny,GERM SHEPHERD,German Shepherd,,,,,,
ny,SHIH TZU,Shih Tzu,,,,,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,CAIRN TERRIER,Cairn Terrier,,,,,,
ny,SHIH TZU,Shih Tzu,,,S,5,,
ny,BULL TERRIER,Staffordshire Bull Terrier,,,N,3,,
ny,PIT BULL,Pit Bull,,,M,2,,
ny,POODLE MIN,"Poodle, Miniature",,,,,,
ny,HAVANESE,Havanese,,,,,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,S,1,,
ny,PIT BULL,PIT BULL / BEAGLE X,,,F,1,,
ny,MALTESE,Maltese,,,,,,
ny,SHIH TZU,Shih Tzu,,,S,2,,
ny,WEST HIGHLAND,West High White Terrier,,,N,14,,
ny,LABRADOR RETR,Labrador Retriever,,,N,3,,
ny,LABRADOR RETR,Labrador Retriever,,,,,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,GREYHOUND,Greyhound,,,,,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,DACHSHUND,"Dachshund, Wirehaired",,,F,11,,
ny,BEAGLE,Beagle,,,N,2,,
ny,BULLDOG,Bull dog,,,M,1,23.5,92.5
ny,WEST HIGHLAND,West High White Terrier,,,N,4,,
ny,BICHON FRISE,Bichon Frise,,,F,2,,
ny,LHASA APSO,Lhasa Apso,,,,,,
ny,MIX,German Shepherd Crossbreed,,,S,14,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,N,3,,
ny,MIX,POMERANIAN MIX,,,F,2,,
ny,WEST HIGHLAND,West High White Terrier,,,M,0.33,,
ny,SHIH TZU,Shih Tzu,,,,,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,N,1,,
ny,CHOW CHOW,Chow Chow,,,M,8,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,BORDER COLLIE X,,,S,6,,
ny,BULLDOG,Bull dog,,,M,6,23.5,92.5
ny,SHIBA INU,Shiba Inu,,,,,,
ny,MIX,MIXED BREED,,,,,,
ny,GOLDEN RETR,Golden Retriever,,,N,3,,
ny,WEST HIGHLAND,West High White Terrier,,,N,3,,
ny,UNKNOWN,UNKNOWN,,,,10,,
ny,SHIBA INU,Shiba Inu,,,,,,
ny,MIX,Mixed/Other,,,M,0.83,,
ny,BULL TERRIER,Staffordshire Bull Terrier,,,N,1,,
ny,HAVANESE,Havanese,,,M,12,,
ny,PIT BULL,Pit Bull,,,,,,
ny,FRENCH BULLDOG,"Bull Dog, French",,,N,3,,
ny,POODLE TOY,"Poodle, Toy",,,N,3,,
ny,PIT BULL,Pit Bull,,,S,1,,
ny,WEST HIGHLAND,West High White Terrier,,,M,4,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,PIT BULL,Pit Bull,,,F,5,,
ny,POMERANIAN,Pomeranian,,,M,8,,
ny,POODLE STND,"Poodle, Standard",,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,SMALL MIXED BREED,,,M,4,,
ny,MIX,LARGE MIXED BREED,,,M,2,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,WEST HIGHLAND,West High White Terrier,,,N,4,,
ny,MIX,SHIH TZU MIX,,,N,2,,
ny,MIX,German Shepherd Crossbreed,,,N,2,,
ny,MIX,LARGE MIXED BREED,,,M,5,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,M,5,,
ny,GERM SHEPHERD,German Shepherd,,,M,,,
ny,SIBERIAN HUSKY,Siberian Husky,,,,,,
ny,PIT BULL,Pit Bull,,,N,4,,
ny,NEWFOUNDLAND,Newfoundland,,,N,2,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,SMALL MIXED BREED,,,M,4,,
ny,ENG BULLDOG,"Bull Dog, English",,,N,3,,
ny,PIT BULL,Pit Bull,,,,,,
ny,SHIH TZU,Shih Tzu,,,N,2,,
ny,ROTTWEILER,Rottweiler,,,,,,
ny,POODLE MIN,"Poodle, Miniature",,,N,10,,
ny,MIN PINSCHER,Miniature Pinscher,,,,,,
ny,CHIHUAHUA,Chihuahua,,,M,2,,
ny,RAT TERRIER,RAT TERRIER,,,M,13,,
ny,PIT BULL,Pit Bull,,,S,13,,
ny,JACK RUSS TERR,Jack Russ,,,S,3,,
ny,MIX,Chihuahua Crossbreed,,,M,11,,
ny,SHIBA INU,Shiba Inu,,,,,,
ny,MIX,LABRADOR / SHEPHERD MIX,,,M,1,,
ny,MIX,LARGE MIXED BREED,,,M,1,,
ny,SHIH TZU,Shih Tzu,,,N,7,,
ny,MIX,BERNEDOODLE,,,N,3,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,MIX,WHIPPET X,,,N,3,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,HAVANESE,Havanese,,,,,,
ny,MIX,MEDIUM MIXED BREED,,,M,1,,
ny,MIX,Mixed/Other,,,M,1,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,MIX,MIXED BREED,,,M,1,,
ny,WEST HIGHLAND,West High White Terrier,,,M,4,,
ny,ROTTWEILER,Rottweiler,,,M,3,,
ny,PIT BULL,Pit Bull,,,M,0.42,,
ny,MIX,MEDIUM MIXED BREED,,,M,12,,
ny,PIT BULL,Pit Bull,,,N,8,,
ny,MIX,POINTER X,,,N,3,,
ny,MALTESE,Maltese,,,,,,
ny,MIX,TERRIER X,,,M,6,,
ny,MIX,SMALL MIXED BREED,,,F,5,,
ny,MIX,LARGE MIXED BREED,,,M,2,,
ny,MIX,SMALL MIXED BREED,,,M,3,,
ny,MIX,LARGE MIXED BREED,,,M,3,,
ny,MIX,MIXED BREED,,,,,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,,,,
ny,CANE CORSO,Cane Corso,,,,,,
ny,MALTESE,Maltese,,,,,,
ny,MIX,Beagle Crossbreed,,,S,0.25,,
ny,PIT BULL,Pit Bull,,,,,,
ny,BULLDOG,BRITISH BULLDOG,,,M,8,23.5,92.5
ny,WEST HIGHLAND,West High White Terrier,,,M,4,,
ny,WEST HIGHLAND,West High White Terrier,,,N,1,,
ny,SHIBA INU,Shiba Inu,,,M,4,,
ny,AKITA,Akita,,,M,3,27,100
ny,WEST HIGHLAND,West High White Terrier,,,M,2,,
ny,BASENJI,BASENJI,,,N,6,,
ny,CANE CORSO,Cane Corso,,,,,,
ny,MIX,MIXED,,,,,,
ny,COCKER SPAN,"Cocker Spaniel, American",,,N,9,,
ny,COCKER SPAN,Cocker Spaniel,,,,,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,N,2,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,N,2,,
ny,MIX,HOUND X,,,N,7,,
ny,PIT BULL,Pit Bull,,,F,1,,
ny,AUST CATTLE DOG,AUSTRALIAN CATTLE DOG,,,N,8,,
ny,SHIH TZU,Shih Tzu,,,N,12,,
ny,MIX,MEDIUM MIXED BREED,,,M,2,,
ny,MIX,SMALL MIXED BREED,,,M,3,,
ny,HAVANESE,Havanese,,,M,12,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,GREYHOUND,Greyhound,,,N,11,,
ny,MIX,Labrador Retriever Crossbreed,,,N,8,,
ny,PIT BULL,Pit Bull,,,M,2,,
ny,MIX,LARGE MIXED BREED,,,,3,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,M,8,,
ny,POODLE STND,"Poodle, Standard",,,M,4,,
ny,WEST HIGHLAND,West High White Terrier,,,,,,
ny,DOBERMAN PINSCH,Doberman Pinscher,,,,,,
ny,WEST HIGHLAND,West High White Terrier,,,M,1,,
ny,MIX,POODLE X,,,S,3,,
ny,PIT BULL,Pit Bull,,,M,4,,
ny,PIT BULL,Pit Bull,,,,,,
ny,BULL TERRIER,Bull Terrier,,,,,,
ny,MIX,Beagle Crossbreed,,,N,8,,
ny,GOLDEN RETR,Golden Retriever,,,S,4,,
ny,MIX,MIXED BREED,,,M,3,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,MIXED BREED,,,M,7,,
ny,PIT BULL,PITBULL/ROTWEILER,,,,,,
ny,LABRADOR RETR,LABRADOR,,,,,,
ny,BULLDOG,Bull dog,,,,,23.5,92.5
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,GERM SHEPHERD,German Shepherd,,,S,6,,
ny,JACK RUSS TERR,Jack Russ,,,N,1,,
ny,MIX,MEDIUM MIXED BREED,,,M,,,
ny,MIX,SMALL MIXED BREED,,,M,5,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,SIBERIAN HUSKY,Siberian Husky,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,GERMAN SHEPHERD/LABRADOR MIX,,,F,4,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,BULLDOG,POCKET BULLY,,,M,1,23.5,92.5
ny,MIX,Mixed/Other,,,M,2,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,GERM SHEPHERD,German Shepherd,,,,,,
ny,MIX,Mixed/Other,,,,,,
ny,BEAGLE,Beagle,,,,,,
ny,MIX,MIXED BREED,,,S,10,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,M,1,,
ny,MIX,BOXER X,,,N,10,,
ny,SHIH TZU,Shih Tzu,,,,,,
ny,MIX,HOUND MIX,,,N,8,,
ny,BULLDOG,Bull dog,,,,,23.5,92.5
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,S,3,,
ny,GOLDEN RETR,Golden Retriever,,,,,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,MIX,LARGE MIXED BREED,,,M,0.75,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,WEST HIGHLAND,West High White Terrier,,,,,,
ny,WEST HIGHLAND,West High White Terrier,,,F,3,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,SMALL MIXED BREED,,,M,4,,
ny,BOXER,Boxer,,,,,,
ny,MIX,Mixed/Other,,,F,4,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,S,2,,
ny,POODLE STND,"Poodle, Standard",,,,,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,LABRADOR RETR,Labrador Retriever,,,N,4,,
ny,WEST HIGHLAND,West High White Terrier,,,N,5,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIN PINSCHER,Miniature Pinscher,,,N,,,
ny,PIT BULL,Pit Bull,,,N,6,,
ny,MIX,Labrador Retriever Crossbreed,,,M,3,,
ny,DALMATIAN,Dalmatian,,,F,4,,
ny,SIBERIAN HUSKY,Siberian Husky,,,N,6,,
ny,MIX,Chihuahua Crossbreed,,,N,,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,M,5,,
ny,ST BERNARD RGH,Saint Bernard,,,,,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,MIX,MIXED BREED,,,S,13,,
ny,MIX,SHEPHERD/LABRADOR RETRIEVER MIX,,,N,5,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,Mixed/Other,,,M,4,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,S,4,,
ny,PIT BULL,HOUND / PIT BULL,,,N,0.75,,
ny,GERM SHEPHERD,German Shepherd,,,N,4,,
ny,PIT BULL,Pit Bull,,,N,3,,
ny,BULLMASTIFF,"Mastiff, Bull",,,M,1,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,SHIH TZU,Shih Tzu,,,,,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,MIX,Yorkshire Terrier Crossbreed,,,N,5,,
ny,PIT BULL,Pit Bull,,,,,,
ny,WEST HIGHLAND,West High White Terrier,,,N,6,,
ny,SHIH TZU,Shih Tzu,,,S,3.5,,
ny,BULLDOG,Bull dog,,,M,3,23.5,92.5
ny,MALTESE,Maltese,,,M,16,,
ny,MIX,Mixed/Other,,,N,8,,
ny,SHIBA INU,Shiba Inu,,,M,0.33,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,,,,
ny,SHIH TZU,Shih Tzu,,,M,5,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,,,,
ny,HAVANESE,Havanese,,,M,4,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,F,9,,
ny,SHIH TZU,Shih Tzu,,,,,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,SIBERIAN HUSKY,Siberian Husky,,,,,,
ny,ROTTWEILER,Rottweiler,,,,,,
ny,COCKER SPAN,Cocker Spaniel,,,M,5,,
ny,MIX,MASTIFF MIX,,,M,6,,
ny,FRENCH BULLDOG,"Bull Dog, French",,,,,,
ny,MIX,MEDIUM MIXED BREED,,,F,3,,
ny,MIX,MEDIUM MIXED BREED,,,F,3,,
ny,MIX,Labrador Retriever Crossbreed,,,N,2,,
ny,MIX,MIXED BREED,,,N,7,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,N,3,,
ny,MIX,MIXED,,,N,6,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,ROTTWEILER,Rottweiler,,,,,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,F,2,,
ny,BULL TERRIER,Bull Terrier,,,N,3,,
ny,MIX,MIXED,,,M,3,,
ny,MIX,MIXED,,,M,3,,
ny,DACHSHUND,Dachshund Smooth Coat Miniature,,,M,0.67,,
ny,WEST HIGHLAND,West High White Terrier,,,M,3,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,M,7,,
ny,TERRIER,TERRIER,,,,,,
ny,MIX,MIXED BREED,,,,,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,GERM SHEPHERD,German Shepherd,,,,,,
ny,MIX,MIXED,,,M,11,,
ny,SC WHEAT TERR,Wheaton Terrier,,,N,6,,
ny,WEST HIGHLAND,West High White Terrier,,,S,2,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,M,2,,
ny,BULLDOG,AMERICAN BULLY,,,M,2,18,77.5
ny,WEST HIGHLAND,West High White Terrier,,,M,5,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,S,4,,
ny,MIX,CHOW CHOW/ROTTWEILER X,,,M,4,,
ny,PIT BULL,Pit Bull,,,,,,
ny,BICHON FRISE,Bichon Frise,,,,,,
ny,WEST HIGHLAND,West High White Terrier,,,F,10,,
ny,JACK RUSS TERR,Jack Russ,,,,,,
ny,MIX,MIXED BREED,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,GREAT DANE,Great Dane,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,MALTESE/YORKSHIRE TERRIER,,,M,0.5,,
ny,GOLDEN RETR,Golden Retriever,,,,,,
ny,MIX,Mixed/Other,,,,,,
ny,PIT BULL,Pit Bull,,,F,3,,
ny,MIX,CHIHUAHUA X,,,N,3,,
ny,MIX,BORDER COLLIE X,,,S,1,,
ny,WEST HIGHLAND,West High White Terrier,,,F,14,,
ny,WEST HIGHLAND,West High White Terrier,,,F,2,,
ny,GERM SHEPHERD,German Shepherd,,,M,7,,
ny,COCKER SPAN,Cocker Spaniel,,,,,,
ny,JACK RUSS TERR,Jack Russ,,,N,7,,
ny,SIBERIAN HUSKY,Siberian Husky,,,N,11,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,,,,
ny,POODLE STND,"Poodle, Standard",,,N,5,,
ny,MIX,MIXED BREED,,,M,3,,
ny,MIX,Mixed/Other,,,M,1,,
ny,PIT BULL,Pit Bull,,,N,8,,
ny,MIX,MIXED BREED,,,M,6,,
ny,MIX,MIXED BREED,,,N,4,,
ny,PIT BULL,Pit Bull,,,,,,
ny,SIBERIAN HUSKY,Siberian Husky,,,M,2,,
ny,HAVANESE,Havanese,,,,,,
ny,PIT BULL,Pit Bull,,,N,14,,
ny,BOSTON TERRIER,Boston Terrier,,,S,4,,
ny,WEIMARANER,Weimaraner,,,N,7,,
ny,PIT BULL,Pit Bull,,,,,,
ny,CHIHUAHUA,Chihuahua,,,M,,,
ny,MIX,MIXED BREED,,,M,4,,
ny,BULLDOG,Bull dog,,,,,23.5,92.5
ny,SHIBA INU,Shiba Inu,,,M,5,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,S,1,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,,,,
ny,PIT BULL,Pit Bull,,,M,2,,
ny,SHIH TZU,Shih Tzu,,,S,10,,
ny,PIT BULL,Pit Bull,,,,,,
ny,GERM SHEPHERD,German Shepherd,,,M,12,,
ny,SHIH TZU,Shih Tzu,,,,,,
ny,TERRIER,TERRIER,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,SIBERIAN HUSKY,Siberian Husky,,,N,6,,
ny,MIX,POMERANIAN MIX,,,N,3,,
ny,BULLDOG,Bull dog,,,M,1,23.5,92.5
ny,DACHSHUND,Dachshund Smooth Coat,,,S,7,,
ny,POMERANIAN,Pomeranian,,,,,,
ny,MIX,MIXED BREED,,,M,0.42,,
ny,BOSTON TERRIER,Boston Terrier,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,ROTTWEILER,Rottweiler,,,M,5,,
ny,MIX,LABRADOR / SPANIEL MIX,,,N,8,,
ny,WEST HIGHLAND,West High White Terrier,,,N,2,,
ny,PIT BULL,Pit Bull,,,M,8,,
ny,MIX,SMALL MIXED BREED,,,M,4,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,MALTESE,Maltese,,,M,3,,
ny,SIBERIAN HUSKY,Siberian Husky,,,N,1,,
ny,PIT BULL,Pit Bull,,,M,,,
ny,HAVANESE,Havanese,,,M,6,,
ny,SCHNAUZER STAND,"Schnauzer, Standard",,,,,,
ny,POODLE STND,"Poodle, Standard",,,F,9,,
ny,MALTESE,Maltese,,,,,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,S,3,,
ny,MIX,MIXED,,,N,6,,
ny,LABRADOR RETR,Labrador Retriever,,,N,8,,
ny,MIX,MIXED BREED,,,M,4,,
ny,PIT BULL,Pit Bull,,,,,,
ny,GREAT DANE,Great Dane,,,,,,
ny,MIX,LABRADOR/BASSET X,,,N,2,,
ny,MIX,PUG / FRENCH BULL MIX,,,S,1,,
ny,SIBERIAN HUSKY,Siberian Husky,,,,,,
ny,MIX,MIXED BREED,,,M,3,,
ny,ENG BULLDOG,"Bull Dog, English",,,N,1,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,,,,
ny,MIX,MIXED BREED,,,M,7,,
ny,COCKER SPAN,Cocker Spaniel,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,MIXED BREED,,,M,5,,
ny,MIX,MIXED BREED,,,F,2,,
ny,ENG BULLDOG,"Bull Dog, English",,,M,8,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,M,4,,
ny,PIT BULL,PIT BULL X,,,S,1,,
ny,SHIH TZU,Shih Tzu,,,,,,
ny,ROTTWEILER,Rottweiler,,,,,,
ny,MIX,German Shepherd Crossbreed,,,M,5,,
ny,MIX,SHEPHERD / CHOW MIX,,,M,2,,
ny,PIT BULL,Pit Bull,,,,,,
ny,WEST HIGHLAND,West High White Terrier,,,N,13,,
ny,TERRIER,TERRIER,,,N,5,,
ny,MIX,Beagle Crossbreed,,,M,2,,
ny,MIN PINSCHER,Miniature Pinscher,,,N,1,,
ny,MIX,BORDER COLLIE X,,,F,10,,
ny,SHIH TZU,Shih Tzu,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,BULL TERRIER,Staffordshire Bull Terrier,,,F,1,,
ny,PIT BULL,Pit Bull,,,M,,,
ny,PIT BULL,Pit Bull,,,M,,,
ny,GERM SHEPHERD,German Shepherd,,,,,,
ny,SIBERIAN HUSKY,Siberian Husky,,,,,,
ny,FRENCH BULLDOG,"Bull Dog, French",,,M,10,,
ny,WEST HIGHLAND,West High White Terrier,,,N,7,,
ny,LABRADOR RETR,Labrador Retriever,,,,,,
ny,MIX,Mixed/Other,,,,,,
ny,FRENCH BULLDOG,"Bull Dog, French",,,,,,
ny,MIX,MIXED BREED,,,,,,
ny,MIX,Beagle Crossbreed,,,S,,,
ny,MIX,MIXED BREED,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,N,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,WEST HIGHLAND,West High White Terrier,,,N,12,,
ny,WEST HIGHLAND,West High White Terrier,,,N,2,,
ny,SIBERIAN HUSKY,Siberian Husky,,,,,,
ny,MIX,MIXED,,,,,,
ny,GERM SHEPHERD,German Shepherd,,,,,,
ny,MIX,CATTLE DOG MIX,,,N,10,,
ny,SHIH TZU,Shih Tzu,,,N,2,,
ny,MIX,CORGI MIX,,,N,5,,
ny,LHASA APSO,Lhasa Apso,,,N,4,,
ny,BOXER,Boxer,,,M,11,,
ny,MIX,MIXED BREED,,,M,1,,
ny,MIX,MIXED BREED,,,M,3,,
ny,WEST HIGHLAND,West High White Terrier,,,S,16,,
ny,MIX,YORKIE/SHITZU,,,N,5,,
ny,AUST SHEPHERD,Australian Shepherd,,,N,6,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,S,11,,
ny,MIX,MIXED BREED,,,M,8,,
ny,SC WHEAT TERR,Wheaton Terrier,,,N,4,,
ny,PIT BULL,LABRADOR/PIT BULL X,,,N,5,,
ny,MIX,MALTESE X,,,M,3,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,Labrador Retriever Crossbreed,,,M,12,,
ny,GERM SHEPHERD,German Shepherd,,,N,3,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,M,0.75,,
ny,WEST HIGHLAND,West High White Terrier,,,N,4,,
ny,MIX,MIXED BREED,,,M,2,,
ny,WELSH CORGI PEM,"Welsh Corgi, Pembroke",,,N,1,,
ny,SHIH TZU,Shih Tzu,,,S,2,,
ny,PIT BULL,Pit Bull,,,,,,
ny,GREAT DANE,Great Dane,,,,,,
ny,SHIH TZU,Shih Tzu,,,N,12,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,MIXED BREED,,,F,1,,
ny,MIX,MIXED BREED,,,F,3,,
ny,PIT BULL,Pit Bull,,,,,,
ny,GOLDEN RETR,Golden Retriever,,,F,4,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,BELG MALINOIS,Belgian Malinois,,,M,5,,
ny,BELG MALINOIS,Belgian Malinois,,,M,5,,
ny,MIX,MIXED BREED,,,M,1,,
ny,DOBERMAN PINSCH,Doberman Pinscher,,,S,5,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,M,6,,
ny,SPANIEL,WELSH SPRINGER SPANIEL,,,N,7,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,N,2,,
ny,MIX,POMERANIAN X,,,N,0.83,,
ny,DOBERMAN PINSCH,Doberman Pinscher,,,M,2,,
ny,MIX,Mixed/Other,,,,,,
ny,CANE CORSO,Cane Corso,,,,,,
ny,SHIH TZU,Shih Tzu,,,N,5,,
ny,MIX,MIXED BREED,,,M,2,,
ny,SHIH TZU,Shih Tzu,,,,,,
ny,GERM SHEPHERD,German Shepherd,,,M,2,,
ny,MIX,Mixed/Other,,,M,2,,
ny,MIX,Mixed/Other,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,MIXED BREED,,,,,,
ny,CHIHUAHUA,Chihuahua,,,M,3,,
ny,MIX,MIXED,,,N,1,,
ny,BEAGLE,Beagle,,,S,4,,
ny,PIT BULL,Pit Bull,,,,,,
ny,CHIHUAHUA,Chihuahua,,,N,8,,
ny,MIX,MIXED BREED,,,M,7,,
ny,PIT BULL,Pit Bull,,,M,1,,
ny,PIT BULL,Pit Bull,,,M,1,,
ny,UNKNOWN,UNKNOWN,,,M,2,,
ny,MIX,AUSTRALIAN CATTLE DOG X,,,S,0.67,,
ny,PIT BULL,Pit Bull,,,M,3,,
ny,PIT BULL,Pit Bull,,,M,,,
ny,SPANIEL,Tibetan Spaniel,,,N,3,,
ny,MIX,HAVANESE X,,,,,,
ny,MIX,Labradoodle,,,N,2.42,,
ny,CATAHOULA,CATAHOULA LEOPARD DOG,,,M,12,,
ny,MIX,POM MIX SHIH TZU,,,N,12,,
ny,SC WHEAT TERR,WHEATON TERRIER,,,M,5,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,AKITA,Akita,,,,,27,100
ny,SIBERIAN HUSKY,Siberian Husky,,,,,,
